text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,tag
"RT @ed100_: Governor Newsom is proposing to invest more in #CommunitySchools. 
What are they? 
Why is this important? 
What does the resear…",FALSE,0,NA,2021-02-11T15:10:19Z,FALSE,NA,1359882466203377671,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",shereenwalter1,4,TRUE,FALSE,NA,NA,edchat
"""The gift of a crisis is that it reveals to us what really matters."" #EdChat https://t.co/IvlWpeNCLA",FALSE,0,NA,2021-02-11T15:10:13Z,FALSE,NA,1359882440551104514,NA,"<a href=""https://www.sprinklr.com/"" rel=""nofollow"">Powered by Sprinklr</a>",CPillsburyHMH,0,FALSE,FALSE,NA,NA,edchat
RT @intSchools: We hope you’re enjoying episode 0️⃣8️⃣ of the #InspiringSchoolsPodcast and the discussion surrounding online learning. This…,FALSE,0,NA,2021-02-11T15:10:01Z,FALSE,NA,1359882390466949120,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SimonNoakes,1,TRUE,FALSE,NA,NA,edchat
"The EduMagic weekly is out! In this issue, you can learn about what's new on the podcast and blog along with a free… https://t.co/Aymr8r6ypD",FALSE,2,NA,2021-02-11T15:09:44Z,TRUE,NA,1359882315325923328,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SFecich,0,FALSE,FALSE,NA,NA,edchat
RT @GPBEducation: “Collective teacher efficacy is greater than three times more powerful and predictive of student achievement than socioec…,FALSE,0,NA,2021-02-11T15:09:36Z,FALSE,NA,1359882282484396033,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",SkogsNation,1,TRUE,FALSE,NA,NA,edchat
RT @EraseAllKittens: Check out this @amazingict event being held today at 4pm - our education specialist @urbanteacher will be a guest spea…,FALSE,0,NA,2021-02-11T15:09:21Z,FALSE,NA,1359882221595811845,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",amazingict,2,TRUE,FALSE,NA,NA,edchat
"The season for #studenttesting is upon us! You know what's coming, but it's easy to get caught up in the hustle and… https://t.co/H4kldwdsQT",FALSE,1,NA,2021-02-11T15:09:04Z,TRUE,NA,1359882148061327363,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",EdAdvanced,0,FALSE,FALSE,NA,NA,edchat
"""Improving attendance safely, should be the main goal of the school reopening strategy. If attendance improves, stu… https://t.co/aEPc4Q5d8D",FALSE,1,NA,2021-02-11T15:08:58Z,TRUE,NA,1359882124858445829,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Liza78051901,0,FALSE,FALSE,NA,NA,edchat
"RT @MattHiefield: Oregon tribes  ""have been maintaining the land through their lifeways since time immemorial.""  This video provides hope a…",FALSE,0,NA,2021-02-11T15:07:59Z,FALSE,NA,1359881874970189825,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PRqoSJdyofN1yLj,2,TRUE,FALSE,NA,NA,edchat
How can educators help students develop the right mindset and give them every opportunity to succeed?… https://t.co/HhcXJbX7JR,FALSE,0,NA,2021-02-11T15:07:32Z,TRUE,NA,1359881764970373122,NA,"<a href=""https://www.sprinklr.com/"" rel=""nofollow"">Powered by Sprinklr</a>",HMHBrittany,0,FALSE,FALSE,NA,NA,edchat
RT @EraseAllKittens: Check out this @amazingict event being held today at 4pm - our education specialist @urbanteacher will be a guest spea…,FALSE,0,NA,2021-02-11T15:07:24Z,FALSE,NA,1359881728073101314,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmazingICT_Paul,2,TRUE,FALSE,NA,NA,edchat
"RT @FixingEducation: There is no teacher shortage.

There's a shortage of willingness to invest the profession with respect and support. Th…",FALSE,0,NA,2021-02-11T15:06:34Z,FALSE,NA,1359881518634721283,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SClymer,79,TRUE,FALSE,NA,NA,edchat
"RT @shannonmmiller: Getting this ⭐️NEW⭐️ post for National Crayon Day on March 31st ready to share. It’s loaded with lots of creative, educ…",FALSE,0,NA,2021-02-11T15:06:32Z,FALSE,NA,1359881513488297984,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",roberta_starck,7,TRUE,FALSE,NA,NA,edchat
RT @Catlin_Tucker: Looking for ways to foster collaboration in your socially distant classroom or online? Create virtual social learning sp…,FALSE,0,NA,2021-02-11T15:06:26Z,FALSE,NA,1359881488855158786,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BriChristophers,76,TRUE,FALSE,NA,NA,edchat
"ICYMI: If you become a Confianza Member, you can join @SarahOttow &amp; @MrsSaid17 *live* this coming Monday 2/15 for a… https://t.co/GIGwcBup8a",FALSE,3,NA,2021-02-11T15:05:36Z,TRUE,NA,1359881275545427971,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ELL_confianza,1,FALSE,FALSE,NA,NA,edchat
RT @AFTteach: Join the @ShareMyLesson community of Defenders of Human Rights &amp; Democracy and get the tools for connecting your students wit…,FALSE,0,NA,2021-02-11T15:04:45Z,FALSE,NA,1359881064517279747,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KA_Gould,2,TRUE,FALSE,NA,NA,edchat
RT @oodlu_tweets: Teaching #geography? Check out https://t.co/lXS7wtqsEe #edchat #edtech #HomeSchool #homeschooling #startup #edtechchat #E…,FALSE,0,NA,2021-02-11T15:04:40Z,FALSE,NA,1359881042295988232,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dkapuler,3,TRUE,FALSE,NA,NA,edchat
RT @Catlin_Tucker: Looking for ways to foster collaboration in your socially distant classroom or online? Create virtual social learning sp…,FALSE,0,NA,2021-02-11T15:03:27Z,FALSE,NA,1359880734413123584,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",missmarketedgal,76,TRUE,FALSE,NA,NA,edchat
RT @studysync: 🎧 Dr. Catlin Tucker talks with #TeachHustleInspire creator @ShaunWoodly about the four elements of urban education—awareness…,FALSE,0,NA,2021-02-11T15:03:16Z,FALSE,NA,1359880690389630976,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",missmarketedgal,3,TRUE,FALSE,NA,NA,edchat
🔬 ⚗️Happy #WomenInScience Day! Learn how these three women found an interest in #science and developed theirs caree… https://t.co/6V6ulCUakS,FALSE,3,NA,2021-02-11T15:03:02Z,TRUE,NA,1359880632558620683,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",sharemylesson,0,FALSE,FALSE,NA,NA,edchat
"Oregon tribes  ""have been maintaining the land through their lifeways since time immemorial.""  This video provides… https://t.co/ziTIWerg3l",FALSE,3,NA,2021-02-11T15:02:29Z,TRUE,NA,1359880491252535297,NA,"<a href=""http://tweepsmap.com"" rel=""nofollow"">Tweepsmap</a>",MattHiefield,2,FALSE,FALSE,NA,NA,edchat
"With enVision® Mathematics Common Core Grades 6-8 receiving an All-Green rating from EdReports, we're thrilled to a… https://t.co/QVkv2AVAqV",FALSE,0,NA,2021-02-11T15:01:42Z,TRUE,NA,1359880294472568834,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",LFlowersMI,0,FALSE,FALSE,NA,NA,edchat
"RT @AmazingAppsUK: During #NAW2021 the ASK programme will support 460+ events in schools &amp; colleges, engaging 32k+ students, #parents &amp; #te…",FALSE,0,NA,2021-02-11T15:01:32Z,FALSE,NA,1359880251673894912,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ASCL_UK,12,TRUE,FALSE,NA,NA,edchat
#education #educationiskey #educationforall #educationfirst #educator #edu #edchat #edteach #earlyeducation… https://t.co/rDJm6CHgXm,FALSE,0,EA4HL,2021-02-11T15:01:14Z,TRUE,1359879808528896000,1359880179686998020,884513113030230017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EA4HL,0,FALSE,FALSE,NA,NA,edchat
"Interesting read about research and classroom instruction. ""Do teach actively. And spread the word that new scienti… https://t.co/Y52BBTA9W8",FALSE,0,NA,2021-02-11T15:00:57Z,TRUE,NA,1359880107490377730,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",R_CILR,0,FALSE,FALSE,NA,NA,edchat
RT @WeAreTeachers: #edchat #k12 #teachertwitter https://t.co/c5uuMZqhxz,FALSE,0,NA,2021-02-11T15:00:36Z,FALSE,NA,1359880019917606917,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ShamaaDatabase,40,TRUE,FALSE,NA,NA,edchat
RT @torreytrust: Asking students to list at least one question they have about the class/content will lead to more engagement and questions…,FALSE,0,NA,2021-02-11T15:00:18Z,FALSE,NA,1359879941349728258,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",awhisperedwish,9,TRUE,FALSE,NA,NA,edchat
"RT @Wes_Kieschnick: Every kid should have the chance to shadow multiple people in several careers before heading off to college.

A few fre…",FALSE,0,NA,2021-02-11T14:59:53Z,FALSE,NA,1359879838908231680,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",stephanieO_MSW,28,TRUE,FALSE,NA,NA,edchat
"RT @drmarciatate: If your happiness or self-worth is dependent on the approval and validation of others, you will always feel lacking. Have…",FALSE,0,NA,2021-02-11T14:59:28Z,FALSE,NA,1359879735619256321,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",goldensoul109,26,TRUE,FALSE,NA,NA,edchat
What will education look like in 20 years? https://t.co/H3zFgMtnXT #edchat #suptchat,FALSE,0,NA,2021-02-11T14:59:16Z,FALSE,NA,1359879684004208646,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",s_bearden,0,FALSE,FALSE,NA,NA,edchat
"RT @Wes_Kieschnick: Every kid should have the chance to shadow multiple people in several careers before heading off to college.

A few fre…",FALSE,0,NA,2021-02-11T14:59:11Z,FALSE,NA,1359879660771958793,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TrayseaMoresea,28,TRUE,FALSE,NA,NA,edchat
Teaching about propaganda requires risk-taking. Teachers can face challenges from parents &amp; school administrators w… https://t.co/TOrFqZEDNU,FALSE,12,NA,2021-02-11T14:59:01Z,TRUE,NA,1359879618967334912,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",reneehobbs,3,FALSE,FALSE,NA,NA,edchat
"RT @Almy_Education: What will the future of education look like? We don’t know for sure, but we have the opportunity now to shape how we wa…",FALSE,0,NA,2021-02-11T14:58:45Z,FALSE,NA,1359879554630897668,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",teachersofmath,1,TRUE,FALSE,NA,NA,edchat
RT @leeannjung: #LeadInclusion #globaledchat #globalsped #edchat #education #udl #edleadership #leadership https://t.co/NXJMtWDayl,FALSE,0,NA,2021-02-11T14:58:16Z,FALSE,NA,1359879431108501516,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",malove4teaching,32,TRUE,FALSE,NA,NA,edchat
Appearing on-screen for your instructional videos can boost engagement in #onlinelearning. Learn more:… https://t.co/Myfj9pohbw,FALSE,2,NA,2021-02-11T14:58:02Z,TRUE,NA,1359879371092357126,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",prezi,1,FALSE,FALSE,NA,NA,edchat
"Words matter. In our latest post in The Creature Times, developmental psychologist and educator, Jill Gandhi, discu… https://t.co/sR8dNJmuk2",FALSE,14,NA,2021-02-11T14:57:32Z,TRUE,NA,1359879247322632194,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",socialcreaturz,6,FALSE,FALSE,NA,NA,edchat
And in case you wondered - Is #comparativejudgement just for written work? Absolutely not! with #RMCompare you can… https://t.co/gmDbkIsdEu,FALSE,1,RMPeterCollison,2021-02-11T14:57:09Z,TRUE,1359877116754616323,1359879151033933827,2192358872,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RMPeterCollison,2,FALSE,FALSE,NA,NA,edchat
"How Pets Can Enhance STEM Teaching And Learning
https://t.co/7Xk2FDyFlu
#STEM #edchat",FALSE,0,NA,2021-02-11T14:56:49Z,FALSE,NA,1359879064652296193,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",USPledge,0,FALSE,FALSE,NA,NA,edchat
“Collective teacher efficacy is greater than three times more powerful and predictive of student achievement than s… https://t.co/Hr5E3Ufc2c,FALSE,0,NA,2021-02-11T14:56:31Z,TRUE,NA,1359878989159006212,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GPBEducation,1,FALSE,FALSE,NA,NA,edchat
"Good read as we remind ourselves to constantly review what we are doing.  How can we make it better?
#edchat… https://t.co/WzYezWg8uZ",FALSE,1,NA,2021-02-11T14:55:49Z,TRUE,NA,1359878814814392320,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bmarolf15,0,FALSE,FALSE,NA,NA,edchat
"Today is a great day to do something. 

#Leadership #Equity #socialjustice
#WeLeadEd #leadupchat #edchat #WomenEd… https://t.co/sYLvF37TZ2",FALSE,28,NA,2021-02-11T14:55:04Z,TRUE,NA,1359878624275357705,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RosaIsiah,4,FALSE,FALSE,NA,NA,edchat
Interesting to see how COVID has pushed all of us to be more productive with less time.  It's just sad that it has… https://t.co/fhBQyTWMch,FALSE,0,NA,2021-02-11T14:55:02Z,TRUE,NA,1359878617409462275,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",AaronLSmithPhD,0,FALSE,FALSE,NA,NA,edchat
"@juandoming Disrupción e innovación: cuando mi aprendizaje es importante para ti.
https://t.co/rY2piGyYz6… https://t.co/sEieqdRHjW",FALSE,1,juandoming,2021-02-11T14:54:53Z,TRUE,NA,1359878581694984195,17490510,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",juandoming,0,FALSE,FALSE,NA,NA,edchat
RT @Chalkbeat: High-poverty school districts would gain the most from President Joe Biden’s proposal to send nearly $130 billion to America…,FALSE,0,NA,2021-02-11T14:53:48Z,FALSE,NA,1359878306963800064,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SHES_PTA,6,TRUE,FALSE,NA,NA,edchat
"RT @teacher2teacher: A reminder via T @mrswendymturner: Educators change the world, one student at a time.

#edchat #TeacherHeart #HeartWor…",FALSE,0,NA,2021-02-11T14:53:13Z,FALSE,NA,1359878160842653703,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AlissaFerraro5,9,TRUE,FALSE,NA,NA,edchat
RT @drmattoleary: Putting the finishing touches to today's masterclass with staff from one of the biggest college groups in England @NCG_Of…,FALSE,0,NA,2021-02-11T14:52:57Z,FALSE,NA,1359878092802686979,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ginagarb,9,TRUE,FALSE,NA,NA,edchat
RT @AFTteach: Join the @ShareMyLesson community of Defenders of Human Rights &amp; Democracy and get the tools for connecting your students wit…,FALSE,0,NA,2021-02-11T14:51:41Z,FALSE,NA,1359877776220835842,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sharemylesson,2,TRUE,FALSE,NA,NA,edchat
RT @WeAreTeachers: Where's my teacher show? #edchat #k12 https://t.co/M5tiE1tOMw,FALSE,0,NA,2021-02-11T14:51:33Z,FALSE,NA,1359877741521305601,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mee2404,67,TRUE,FALSE,NA,NA,edchat
"RT @drmarciatate: If your happiness or self-worth is dependent on the approval and validation of others, you will always feel lacking. Have…",FALSE,0,NA,2021-02-11T14:51:24Z,FALSE,NA,1359877703541927936,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",drmarciatate,26,TRUE,FALSE,NA,NA,edchat
"Wattpad, a way for everyone to get out there #edtech #edchat https://t.co/Yms19KAC52",FALSE,0,NA,2021-02-11T14:51:14Z,FALSE,NA,1359877661900865542,NA,"<a href=""http://www.thepaperlesstrail.com"" rel=""nofollow"">tweetmycontent</a>",eduappsandmore,0,FALSE,FALSE,NA,NA,edchat
"RT @WeAreTeachers: Inspire, create, communicate, and learn! #seesaw #edchat #k12 https://t.co/ddv1TJFnsO",FALSE,0,NA,2021-02-11T14:51:12Z,FALSE,NA,1359877653856202754,NA,"<a href=""https://twitter.com/jc_james_clark"" rel=""nofollow"">James Clark App</a>",jc_james_clark,22,TRUE,FALSE,NA,NA,edchat
What is anarchism? Investigate with #primarysources! https://t.co/iSTAvnHrod #tlchat #sschat #edchat #TodayInHistory,FALSE,0,NA,2021-02-11T14:50:54Z,FALSE,NA,1359877578534846470,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PSNTPS,0,FALSE,FALSE,NA,NA,edchat
"What will the future of education look like? We don’t know for sure, but we have the opportunity now to shape how w… https://t.co/sHCep43Kiz",FALSE,1,NA,2021-02-11T14:50:15Z,TRUE,NA,1359877415539990532,NA,"<a href=""https://publer.io"" rel=""nofollow"">Publer </a>",Almy_Education,1,FALSE,FALSE,NA,NA,edchat
RT @GRadojkovich: A constant state of reality during Covid has been the lack of control we have over what is happening with mandated guidel…,FALSE,0,NA,2021-02-11T14:49:37Z,FALSE,NA,1359877252821913605,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KNargish,1,TRUE,FALSE,NA,NA,edchat
RT @echo360: 7 Innovative Approaches to Course Design | Higher Ed Gamma https://t.co/z5wkBUenPr #highered #edchat,FALSE,0,NA,2021-02-11T14:49:30Z,FALSE,NA,1359877226624389121,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MariaJo29744889,1,TRUE,FALSE,NA,NA,edchat
RT @ShannonKBuerk: And the same goes for a coach! Love that all of our e2L coaches have a deeply rooted belief that coachees truly hold all…,FALSE,0,NA,2021-02-11T14:48:45Z,FALSE,NA,1359877037884858372,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",driche2L,1,TRUE,FALSE,NA,NA,edchat
"RT @examity: Yes, #standardizedtesting has flaws. However, measuring knowledge and competencies using objective tests remains essential. Ra…",FALSE,0,NA,2021-02-11T14:48:07Z,FALSE,NA,1359876877805113344,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ExamityAmber,1,TRUE,FALSE,NA,NA,edchat
"GCSE Density Revision https://t.co/sEFZDmfMGZ via @YouTube 

#ukedchat #science #nqtchat #ittchat #aussieED #edchat #aqascience #revision",FALSE,1,NA,2021-02-11T14:46:00Z,FALSE,NA,1359876343949762570,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",teacherchalky1,0,FALSE,FALSE,NA,NA,edchat
RT @AllLearnersMath: This meme is EVERYTHING.  Read it.  Read it again.  Think about it.  Don't stop.  Keep thinking.  It's very deep the l…,FALSE,0,NA,2021-02-11T14:45:31Z,FALSE,NA,1359876224353521667,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarlowGrade3,5,TRUE,FALSE,NA,NA,edchat
"RT @global_edtech: @AlKingsley_Edu from @NetSupportGroup and @ICTEvangelist: “Digital Strategy now more relevant than ever”

#FutureOfEdtec…",FALSE,0,NA,2021-02-11T14:44:46Z,FALSE,NA,1359876032359186439,NA,"<a href=""https://twitter.com/MarkJ_ohnson"" rel=""nofollow"">Mark Johnson1</a>",MarkJ_ohnson,3,TRUE,FALSE,NA,NA,edchat
RT @MattGresick: Wow! Just wow!  If you’re a #teacher #Educator #principal this is a must read thread.  #edchat #teachertwitter,FALSE,0,NA,2021-02-11T14:44:34Z,FALSE,NA,1359875982727987209,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FutureMaryland,1,TRUE,FALSE,NA,NA,edchat
RT @leeannjung: #LeadInclusion #globaledchat #globalsped #edchat #education #udl #edleadership #leadership https://t.co/NXJMtWDayl,FALSE,0,NA,2021-02-11T14:44:05Z,FALSE,NA,1359875860963028993,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",bwvanderbeek,32,TRUE,FALSE,NA,NA,edchat
"RT @WeAreTeachers: Inspire, create, communicate, and learn! #seesaw #edchat #k12 https://t.co/ddv1TJFnsO",FALSE,0,NA,2021-02-11T14:43:46Z,FALSE,NA,1359875784387817480,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",preston_soup,22,TRUE,FALSE,NA,NA,edchat
Wow! Just wow!  If you’re a #teacher #Educator #principal this is a must read thread.  #edchat #teachertwitter https://t.co/phg9RBYvG7,FALSE,3,NA,2021-02-11T14:43:26Z,FALSE,NA,1359875699377655815,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MattGresick,1,FALSE,FALSE,NA,NA,edchat
RT @sharemylesson: 🐉 #LunarNewYear is Febr. 12. 🎉 Celebrate this important holiday with this curated collection of free resources and activ…,FALSE,0,NA,2021-02-11T14:43:01Z,FALSE,NA,1359875592699604995,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ElGovEcon,5,TRUE,FALSE,NA,NA,edchat
RT @WeAreTeachers: Help your students connect with members of the Deaf/Hard of Hearing community. #ASL #edchat https://t.co/uaOZ3Jq1qC,FALSE,0,NA,2021-02-11T14:42:50Z,FALSE,NA,1359875546822438920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ElaineAlzahrani,6,TRUE,FALSE,NA,NA,edchat
"RT @global_edtech: @AlKingsley_Edu from @NetSupportGroup and @ICTEvangelist: “Digital Strategy now more relevant than ever”

#FutureOfEdtec…",FALSE,0,NA,2021-02-11T14:42:14Z,FALSE,NA,1359875397110882307,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NetSupport_PR,3,TRUE,FALSE,NA,NA,edchat
RT @WeAreTeachers: Where's my teacher show? #edchat #k12 https://t.co/M5tiE1tOMw,FALSE,0,NA,2021-02-11T14:42:02Z,FALSE,NA,1359875344660983811,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ItsMeeMrsBee,67,TRUE,FALSE,NA,NA,edchat
RT @WeAreTeachers: #snowday #edchat #k12 https://t.co/dagOSZSlvj,FALSE,0,NA,2021-02-11T14:41:56Z,FALSE,NA,1359875323077292032,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",mu_dkg,15,TRUE,FALSE,NA,NA,edchat
"RT @MakeMathMoments: ""If you do the same routine over and over and over again, it just becomes a different procedure."" ~ @JohnSanGiovanni…",FALSE,0,NA,2021-02-11T14:41:45Z,FALSE,NA,1359875277120286720,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MelAGCampbell,3,TRUE,FALSE,NA,NA,edchat
RT @WeAreTeachers: Where's my teacher show? #edchat #k12 https://t.co/M5tiE1tOMw,FALSE,0,NA,2021-02-11T14:40:59Z,FALSE,NA,1359875083330854913,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RuthRiha1,67,TRUE,FALSE,NA,NA,edchat
RT @WeAreTeachers: Win 40 STEAM kits — enough for each of your students to use in the classroom or even at home! #sponsored @kiwico_inc #ed…,FALSE,0,NA,2021-02-11T14:40:53Z,FALSE,NA,1359875058714443778,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CCG_NIG,10,TRUE,FALSE,NA,NA,edchat
"RT @WeAreTeachers: Inspire, create, communicate, and learn! #seesaw #edchat #k12 https://t.co/ddv1TJFnsO",FALSE,0,NA,2021-02-11T14:40:50Z,FALSE,NA,1359875043656876036,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CCG_NIG,22,TRUE,FALSE,NA,NA,edchat
RT @WeAreTeachers: Where's my teacher show? #edchat #k12 https://t.co/M5tiE1tOMw,FALSE,0,NA,2021-02-11T14:40:44Z,FALSE,NA,1359875019707449347,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nhpaulao,67,TRUE,FALSE,NA,NA,edchat
"MzTeachuh: Aww Garsh: Songs for Valentine's Day # 10 https://t.co/K35lP8T7SN 
#teaching #edchat #edtech #education… https://t.co/23Pgp3nlEq",FALSE,0,NA,2021-02-11T14:40:13Z,TRUE,NA,1359874887561564165,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mzteachuh,0,FALSE,FALSE,NA,NA,edchat
"This is an excellent article from @angeladuckw and @educationweek: https://t.co/sd6VpcSbyJ 

#students #teachers #edleaders #edchat",FALSE,0,NA,2021-02-11T14:40:05Z,FALSE,NA,1359874856280612866,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NikitinaElena,0,FALSE,FALSE,NA,NA,edchat
RT @SaraThinksOn: .@Buncee fans! #edtech #edchat https://t.co/0pZfG7GGbt,FALSE,0,NA,2021-02-11T14:39:04Z,FALSE,NA,1359874598058266624,NA,"<a href=""http://pragmatism.club"" rel=""nofollow"">behavioralscience</a>",ScalarHumanity,2,TRUE,FALSE,NA,NA,edchat
"The latest podcast episode with...
 
@LRobbTeacher

@ERobbPrincipal

https://t.co/imoD6yctBI

We discuss literacy a… https://t.co/c9N7xnQMeq",FALSE,4,NA,2021-02-11T14:38:55Z,TRUE,NA,1359874562066763777,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MrNunesteach,2,FALSE,FALSE,NA,NA,edchat
RT @WeAreTeachers: Win 40 STEAM kits — enough for each of your students to use in the classroom or even at home! #sponsored @kiwico_inc #ed…,FALSE,0,NA,2021-02-11T14:37:59Z,FALSE,NA,1359874325839572994,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ImprovingEnvir1,10,TRUE,FALSE,NA,NA,edchat
"RT @WeAreTeachers: Inspire, create, communicate, and learn! #seesaw #edchat #k12 https://t.co/ddv1TJFnsO",FALSE,0,NA,2021-02-11T14:37:56Z,FALSE,NA,1359874314946961408,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ImprovingEnvir1,22,TRUE,FALSE,NA,NA,edchat
"RT @AmazingAppsUK: During #NAW2021 the ASK programme will support 460+ events in schools &amp; colleges, engaging 32k+ students, #parents &amp; #te…",FALSE,0,NA,2021-02-11T14:37:51Z,FALSE,NA,1359874291848908804,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",allaboutfutures,12,TRUE,FALSE,NA,NA,edchat
